track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url
Crystal Clear,Neon Hearts,4,2002,6,1,3245,41,141037215,69,191,148,191,71.0,70,C#,Major,11,21,59,94,16,68,34,Not Found
Crystal Clear,The Soundcasters,3,2013,3,16,3123,65,875492164,144,131,77,53,,163,C,Major,94,66,51,8,76,36,56,Not Found
Waves of Time,Ocean Souls,3,2004,5,15,490,160,729287791,108,110,7,24,,153,G,Minor,56,31,74,93,45,67,7,Not Found
Golden Hour,Crystal Sands,5,2010,2,22,5310,39,514888135,10,65,7,170,90.0,167,E,Minor,33,55,16,46,88,3,5,Not Found
Echoing Voices,Crystal Sands,2,2003,11,11,6410,128,909331404,9,15,102,60,,160,F,Minor,97,95,48,23,32,95,30,Not Found
Into the Night,Neon Hearts,3,2001,5,17,3506,41,905149146,101,68,39,59,,60,E,Major,86,82,97,76,57,48,50,Not Found
Blinding Lights,Aurora,1,2008,3,13,4344,74,10657927,45,131,142,181,87.0,130,A#,Major,66,67,66,72,26,22,41,Not Found
Rhythms of the Night,Neon Hearts,1,2008,9,7,2916,55,683886030,86,41,57,5,,96,G,Major,14,18,17,22,21,96,66,Not Found
Dreaming Awake,Night Breeze,3,2018,9,11,373,27,351346013,46,62,38,1,141.0,193,C#,Minor,5,46,96,72,81,90,94,Not Found
Heartbeats in Silence,Night Breeze,3,2014,12,16,5971,68,748857435,66,25,47,86,,195,F,Major,7,46,20,17,34,40,11,Not Found
Golden Hour,Dreamweavers,5,2019,4,26,5425,178,942269271,141,56,75,36,119.0,110,F,Minor,50,7,6,97,58,28,28,Not Found
Eternal Glow,The Vibes,3,2007,10,12,133,164,143530387,69,132,91,68,144.0,134,B,Minor,71,78,55,5,63,72,92,Not Found
Lost in the Stars,The Wanderers,5,2011,7,28,7286,143,734744033,15,193,71,71,66.0,64,C#,Minor,23,54,21,0,65,54,76,Not Found
Through the Shadows,Night Breeze,4,2022,8,20,2262,44,103122047,138,181,66,135,36.0,188,E,Major,62,7,39,83,90,35,63,Not Found
Echoing Voices,The Wildfires,2,2014,4,12,121,154,184977039,115,43,117,169,,104,B,Minor,49,1,66,2,82,28,27,Not Found
Sunset Boulevard,Crystal Sands,3,2017,5,22,1728,142,665679467,77,163,103,161,117.0,65,C#,Major,27,85,70,39,32,94,68,Not Found
Rise and Shine,The Shifters,5,2021,3,11,6125,197,240353112,41,179,23,56,74.0,78,A#,Minor,63,51,69,76,44,8,97,Not Found
Into the Night,Night Breeze,5,2014,9,26,7024,94,457794259,93,119,64,128,107.0,65,A,Major,57,79,41,11,0,96,82,Not Found
Heartbeats in Silence,The Wanderers,4,2002,9,14,4756,192,411390440,113,51,149,197,,102,F,Major,77,49,49,43,22,80,12,Not Found
Endless Journey,Ocean Souls,1,2022,4,18,127,37,792977389,60,42,55,107,150.0,93,C,Minor,80,5,0,9,82,29,85,Not Found
Heartbeats in Silence,Lunar Drift,3,2019,6,1,5598,10,58172124,110,71,4,118,,118,D,Minor,50,16,82,62,86,83,66,Not Found
Echoing Voices,Crystal Sands,4,2001,10,14,705,116,705067856,118,2,50,180,118.0,88,A,Minor,15,12,15,25,75,61,21,Not Found
Rhythms of the Night,Velvet Echo,2,2005,10,18,6316,91,996820492,14,59,143,122,84.0,115,A,Major,99,92,63,95,24,40,2,Not Found
Stellar Glow,Dreamweavers,3,2008,3,8,563,51,684244614,74,119,108,67,,69,C,Minor,82,90,42,48,50,73,26,Not Found
Blinding Lights,Blue Moon,5,2000,1,10,4562,100,137293614,123,52,48,114,116.0,156,E,Minor,57,74,81,57,72,68,56,Not Found
Neon Reflections,The Shifters,1,2016,4,16,746,123,898237343,26,149,89,1,132.0,156,G,Major,93,88,46,99,72,64,38,Not Found
Golden Hour,Dreamweavers,1,2003,5,27,1165,170,604064657,3,32,90,196,5.0,175,A,Minor,11,54,44,32,67,8,63,Not Found
Fading Lights,The Wildfires,1,2021,2,22,4937,65,756309509,58,33,24,172,,64,F,Major,99,62,96,17,29,11,22,Not Found
Sunset Boulevard,The Echoes,2,2012,3,11,4851,47,352473565,119,98,98,118,,159,C#,Major,70,30,26,88,3,2,75,Not Found
Beyond the Horizon,The Shifters,5,2000,1,2,6665,195,76286164,112,138,83,182,31.0,99,C,Major,76,65,82,85,35,94,31,Not Found
Heartbeats in Silence,Stellar Waves,4,2022,2,27,1559,26,79198441,50,21,116,168,78.0,153,D,Major,93,94,6,53,88,49,72,Not Found
Beyond the Horizon,The Wildfires,4,2007,6,18,6240,128,927473902,84,154,101,156,146.0,84,C#,Minor,48,48,14,62,9,64,72,Not Found
Silent Echo,Stellar Waves,1,2009,5,28,5647,36,872057173,21,138,18,133,,128,G,Minor,2,93,0,81,16,48,17,Not Found
Eternal Glow,Lunar Drift,4,2005,12,22,7183,134,386943896,0,74,69,127,112.0,88,C,Minor,46,59,44,23,31,25,16,Not Found
Golden Hour,The Soundcasters,4,2008,5,27,7776,194,914812436,115,59,98,126,,177,D,Major,17,52,84,76,98,98,46,Not Found
Echoing Voices,Solar Glow,4,2013,4,17,2065,22,56372485,106,196,52,61,,176,C,Major,15,4,63,23,96,21,36,Not Found
Endless Journey,The Soundcasters,1,2010,10,10,2864,109,425071313,4,64,128,16,45.0,149,C#,Major,35,82,89,2,20,53,83,Not Found
Blinding Lights,Velvet Echo,1,2019,2,22,4049,196,125832534,44,14,137,31,124.0,103,B,Minor,84,6,53,33,68,66,61,Not Found
Sunset Boulevard,Lunar Drift,5,2009,6,3,3636,56,147154103,30,195,43,60,,190,G,Minor,55,4,1,51,41,33,88,Not Found
Sunset Boulevard,Lunar Drift,2,2022,1,6,5738,149,651794154,15,134,104,91,20.0,79,A,Major,15,29,80,63,35,91,51,Not Found
Into the Night,The Wanderers,4,2022,7,6,819,54,923548154,85,123,149,96,,131,E,Minor,38,4,60,76,80,42,78,Not Found
Beyond the Horizon,Stellar Waves,4,2011,4,4,1717,152,922025738,10,21,38,120,70.0,71,E,Minor,14,65,87,89,56,6,52,Not Found
Beyond the Horizon,Dreamweavers,4,2003,8,22,7252,2,872399537,92,0,148,121,112.0,104,E,Minor,65,29,44,36,10,42,5,Not Found
Echoing Voices,Night Breeze,2,2004,12,2,6660,134,381686027,63,31,97,38,,107,A#,Minor,50,63,58,92,47,92,15,Not Found
Echoing Voices,The Soundcasters,5,2007,3,9,6780,200,942262180,6,100,33,60,108.0,128,C,Minor,52,62,62,40,25,66,97,Not Found
Crystal Clear,The Wildfires,2,2011,10,20,7918,56,68017065,9,52,82,71,,138,B,Minor,6,19,73,22,19,6,87,Not Found
Fading Lights,The Echoes,4,2013,2,18,4064,135,792659371,84,111,125,193,,119,D,Minor,94,88,59,43,16,71,86,Not Found
Rhythms of the Night,Stellar Waves,2,2007,6,26,5938,26,679267345,9,66,55,8,91.0,84,A,Major,68,95,43,0,30,83,18,Not Found
Waves of Time,The Shifters,5,2013,3,23,3350,106,764770577,128,110,130,51,,182,F,Major,55,98,57,71,98,34,25,Not Found
Through the Shadows,Night Breeze,4,2019,1,27,6932,116,685835494,43,14,54,18,,66,C#,Major,99,40,65,76,91,77,91,Not Found
Silent Echo,The Echoes,4,2002,4,11,7728,87,745455838,88,118,64,137,16.0,85,C#,Major,28,96,23,21,68,6,97,Not Found
Into the Night,Echo Dreamers,2,2017,7,11,3127,147,390097781,101,21,118,54,,151,G,Minor,72,53,88,90,78,82,92,Not Found
Into the Night,The Shifters,5,2020,4,5,297,171,499065311,24,190,98,72,70.0,191,C,Major,89,58,79,97,51,40,59,Not Found
Echoing Voices,Silver Lines,4,2006,7,25,776,128,958134449,36,113,48,43,7.0,101,C,Minor,96,99,7,61,68,47,76,Not Found
Heartbeats in Silence,Crystal Sands,1,2005,6,24,331,189,783688057,97,115,115,149,,146,D,Major,45,6,7,26,69,35,89,Not Found
Fading Lights,The Wildfires,3,2022,9,27,619,51,462325870,143,17,143,12,124.0,126,E,Major,66,15,96,66,42,75,40,Not Found
Neon Reflections,Ocean Souls,3,2013,6,3,6709,15,677355135,31,70,12,153,,178,C#,Major,92,23,61,21,13,92,66,Not Found
Into the Night,Dreamweavers,2,2018,2,1,5378,53,140768700,43,191,112,99,,66,A#,Major,40,84,21,24,21,54,73,Not Found
Neon Reflections,Dreamweavers,3,2009,1,15,1257,54,731833068,95,164,63,158,26.0,65,C#,Minor,53,33,65,18,86,30,6,Not Found
Neon Reflections,The Soundcasters,2,2020,3,21,291,2,171940800,39,67,57,167,,198,F,Major,57,20,85,93,60,69,42,Not Found
Into the Night,Golden Skies,2,2021,7,22,5776,126,164064719,20,86,60,71,124.0,73,F,Minor,74,12,59,51,68,45,33,Not Found
Heartbeats in Silence,Velvet Echo,5,2011,4,14,5537,96,717261194,52,137,44,189,35.0,63,D,Major,45,53,19,60,1,63,89,Not Found
Rise and Shine,Aurora,1,2016,8,26,5271,158,399134961,90,106,80,159,62.0,88,E,Major,50,49,93,70,48,53,61,Not Found
Through the Shadows,Aurora,2,2019,1,3,4277,139,894039745,25,13,11,37,71.0,112,F,Major,99,21,19,8,52,15,99,Not Found
Golden Hour,Velvet Echo,1,2023,1,7,2034,83,566849502,123,81,137,184,56.0,81,D,Major,6,20,60,16,74,85,4,Not Found
Endless Journey,The Wildfires,5,2005,6,14,3808,17,168783092,12,171,37,101,,61,E,Minor,9,57,9,11,69,47,75,Not Found
Whispers of the Wind,Silver Lines,2,2010,11,18,3030,87,707093331,103,21,112,20,73.0,159,A#,Minor,38,7,49,77,88,7,65,Not Found
Lost in the Stars,Crystal Sands,2,2004,6,5,1917,152,4632878,64,33,28,111,70.0,151,C#,Minor,11,94,40,59,93,98,49,Not Found
Chasing Dreams,The Shifters,5,2013,7,9,5501,48,20088271,11,140,89,64,40.0,157,A,Major,0,49,24,60,22,28,95,Not Found
Rhythms of the Night,Golden Skies,4,2003,7,22,5929,139,534276907,48,138,66,146,,109,B,Minor,21,37,71,34,49,72,54,Not Found
Stellar Glow,The Shifters,4,2006,8,5,1477,17,50465966,137,84,33,151,95.0,137,A#,Major,75,65,90,13,56,39,45,Not Found
Into the Night,The Echoes,2,2005,7,4,2812,116,38624150,150,166,146,172,32.0,87,D,Minor,88,82,43,29,61,86,54,Not Found
Through the Shadows,Echo Dreamers,4,2023,8,26,673,141,381910941,117,117,98,144,20.0,66,A#,Major,24,52,2,9,19,28,56,Not Found
Rise and Shine,Lunar Drift,4,2020,3,13,1031,167,155968291,105,164,105,65,,171,E,Minor,10,98,94,91,89,51,23,Not Found
Sunset Boulevard,The Echoes,3,2010,2,25,913,151,522111279,96,19,22,102,4.0,181,B,Major,19,31,14,33,97,74,64,Not Found
Echoing Voices,Dreamweavers,5,2011,1,22,6999,185,444769782,147,188,127,182,42.0,90,E,Major,90,13,10,68,99,96,17,Not Found
Lost in the Stars,The Vibes,3,2016,6,13,4736,54,869881227,121,157,31,15,115.0,189,C#,Minor,16,74,40,6,38,54,14,Not Found
Beyond the Horizon,Echo Dreamers,5,2016,7,7,2087,172,834702701,134,68,29,75,,165,E,Minor,47,18,11,5,29,89,50,Not Found
Into the Night,Midnight Skies,4,2022,3,23,3908,27,750173618,19,82,99,132,142.0,143,B,Minor,59,69,42,19,34,51,31,Not Found
Whispers of the Wind,Neon Hearts,3,2015,3,26,1970,50,592782923,30,23,16,62,14.0,146,D,Minor,24,95,100,15,99,100,90,Not Found
Golden Hour,Aurora,2,2020,11,13,3314,158,275170633,0,16,84,182,,102,C#,Minor,70,56,14,15,90,92,94,Not Found
Chasing Dreams,Neon Hearts,1,2010,9,27,3907,102,946576719,111,177,34,167,50.0,66,G,Major,24,28,4,53,98,47,28,Not Found
Rhythms of the Night,Echo Dreamers,2,2014,3,17,380,147,503403916,26,33,45,193,89.0,112,E,Major,26,76,26,42,87,89,68,Not Found
Sunset Boulevard,The Wanderers,5,2009,3,28,1384,5,758142266,58,178,19,49,,61,C,Major,36,48,77,87,97,84,8,Not Found
Dreaming Awake,Velvet Echo,2,2008,2,9,2734,194,388779883,29,106,109,18,134.0,124,D,Major,26,56,11,58,31,51,8,Not Found
Endless Journey,Neon Hearts,1,2012,10,11,4363,34,979240369,106,146,142,155,,133,D,Minor,14,88,80,93,75,75,88,Not Found
Whispers of the Wind,Golden Skies,1,2013,6,19,1266,166,835162600,36,153,142,169,,182,A,Major,9,92,75,90,12,96,15,Not Found
Endless Journey,Crystal Sands,1,2017,2,1,6041,141,83739388,4,40,25,170,27.0,150,C#,Major,82,85,4,22,86,93,97,Not Found
Endless Journey,Midnight Skies,5,2000,1,25,4039,117,186272084,66,164,121,167,128.0,155,C,Major,35,19,66,35,34,94,38,Not Found
Sunset Boulevard,The Wanderers,5,2000,2,21,5452,200,656745838,138,108,67,91,,118,E,Minor,80,62,50,26,88,89,94,Not Found
Waves of Time,Blue Moon,5,2008,2,5,786,143,775804050,87,113,9,195,,173,D,Major,28,17,56,46,79,83,42,Not Found
Echoing Voices,Stellar Waves,3,2009,12,11,4136,173,943190273,6,74,42,90,50.0,153,G,Minor,38,21,51,28,30,26,80,Not Found
Whispers of the Wind,Stellar Waves,5,2001,10,21,432,91,980817568,0,148,7,22,73.0,195,C,Minor,2,96,98,44,20,44,40,Not Found
Rise and Shine,Blue Moon,3,2004,2,9,2033,80,582415949,9,23,39,104,130.0,87,A#,Major,62,8,70,82,60,90,10,Not Found
Blinding Lights,Silver Lines,1,2004,3,27,1969,186,932255476,120,133,91,200,,77,D,Minor,77,90,23,75,93,76,40,Not Found
Waves of Time,Blue Moon,3,2019,6,28,3327,143,45920013,141,9,88,114,,114,G,Major,34,49,90,0,36,30,55,Not Found
Crystal Clear,Ocean Souls,4,2007,3,27,880,27,439333609,10,145,73,148,31.0,107,E,Minor,82,51,87,29,33,64,98,Not Found
Lost in the Stars,Golden Skies,2,2002,11,11,1554,93,472107667,50,134,24,48,,178,A#,Major,96,79,86,23,13,19,23,Not Found
Echoing Voices,Echo Dreamers,2,2019,7,5,2924,157,915997787,15,65,122,136,,94,F,Major,2,6,96,15,28,69,39,Not Found
Rhythms of the Night,The Wildfires,4,2004,5,22,292,56,672805755,32,72,129,56,,188,A,Major,64,62,59,22,49,50,38,Not Found
Fading Lights,Crystal Sands,3,2022,1,11,1581,23,652339831,34,119,122,6,,142,B,Minor,96,48,35,41,35,86,83,Not Found
Stellar Glow,Crystal Sands,5,2008,10,24,6297,67,246072436,25,182,30,127,,111,A#,Minor,100,38,84,94,25,42,64,Not Found
Neon Reflections,The Wildfires,4,2008,7,4,3854,132,533070541,128,113,63,149,47.0,160,D,Minor,6,26,13,84,92,32,74,Not Found
Echoing Voices,Echo Dreamers,5,2005,12,1,4395,97,237139000,83,98,50,133,110.0,170,B,Major,74,88,58,34,97,35,10,Not Found
Dreaming Awake,Velvet Echo,2,2005,7,14,6702,21,111036541,125,148,68,32,96.0,178,A#,Minor,7,20,4,9,67,48,70,Not Found
Into the Night,Stellar Waves,3,2006,4,9,4556,23,568967623,37,170,88,3,37.0,89,F,Major,3,36,12,99,38,83,68,Not Found
Beyond the Horizon,The Echoes,5,2017,10,22,5118,179,165090402,40,44,24,163,96.0,74,C#,Minor,67,76,27,0,70,82,67,Not Found
Chasing Dreams,Velvet Echo,5,2020,11,19,2836,114,992844419,105,90,88,188,71.0,93,A#,Major,26,19,49,46,28,39,62,Not Found
Through the Shadows,The Wanderers,3,2014,4,13,3627,132,765124832,116,87,12,135,72.0,139,A#,Minor,62,50,87,85,62,91,45,Not Found
Heartbeats in Silence,Echo Dreamers,4,2003,2,5,4935,112,80059460,136,147,148,11,,139,A,Minor,83,62,93,74,3,46,76,Not Found
Echoing Voices,The Soundcasters,5,2004,7,25,4149,125,206454937,126,61,148,197,82.0,194,D,Major,83,57,64,16,90,98,22,Not Found
Fading Lights,Blue Moon,2,2004,9,6,5036,167,918557751,131,140,91,191,,187,B,Minor,6,45,10,24,13,79,95,Not Found
Blinding Lights,Echo Dreamers,5,2003,1,28,3059,102,424119125,92,161,9,107,,177,B,Minor,77,50,96,58,79,64,24,Not Found
Beyond the Horizon,Ocean Souls,1,2013,1,21,6166,160,165152067,31,107,45,96,,112,B,Major,91,2,37,92,56,77,73,Not Found
Chasing Dreams,Silver Lines,4,2016,10,7,2035,42,3997086,15,0,80,129,65.0,100,F,Major,0,84,27,43,57,69,31,Not Found
Echoing Voices,Crystal Sands,2,2004,12,17,7947,141,405238180,53,177,125,181,,179,A#,Major,35,21,4,31,30,93,24,Not Found
Neon Reflections,Silver Lines,2,2021,11,24,4913,126,885451239,104,76,142,59,,191,A,Major,61,98,32,48,50,34,82,Not Found
Blinding Lights,Dreamweavers,5,2004,8,23,4945,147,433873517,73,18,136,187,,127,E,Major,100,94,31,42,55,5,0,Not Found
Lost in the Stars,Dreamweavers,5,2016,1,10,7087,65,658780094,30,83,2,51,,125,C,Major,32,52,61,98,69,67,100,Not Found
Fading Lights,Lunar Drift,3,2017,1,18,2268,181,976291782,92,111,138,170,,164,E,Major,73,56,33,91,75,45,94,Not Found
Dreaming Awake,Midnight Skies,1,2017,2,11,258,198,124692508,40,8,48,51,,120,D,Minor,42,96,53,11,48,97,84,Not Found
Stellar Glow,Stellar Waves,3,2012,6,17,3245,106,205424840,35,171,40,112,66.0,106,C,Major,51,91,30,47,46,68,1,Not Found
Neon Reflections,Stellar Waves,4,2001,4,24,2434,103,556864525,2,9,24,129,,159,C,Minor,52,93,64,63,18,67,4,Not Found
Rhythms of the Night,Dreamweavers,4,2017,8,12,2820,111,548928995,50,136,52,119,,69,B,Major,33,12,79,75,73,9,2,Not Found
Dreaming Awake,The Vibes,1,2017,1,24,4958,183,709210249,73,167,83,114,61.0,68,F,Major,9,64,41,4,93,61,57,Not Found
Into the Night,The Shifters,5,2018,4,18,4464,156,450965660,90,183,52,141,,156,B,Minor,78,38,72,49,79,4,53,Not Found
Sunset Boulevard,The Vibes,5,2003,1,19,1753,175,129567425,101,76,115,50,,105,B,Minor,30,36,32,75,67,13,75,Not Found
Golden Hour,Velvet Echo,3,2007,9,7,4186,174,569345242,142,73,30,150,37.0,188,E,Major,99,59,80,71,56,35,83,Not Found
Echoing Voices,Mystic Tides,5,2008,9,11,7909,50,423216349,86,114,79,151,134.0,85,C,Minor,60,45,10,86,84,57,37,Not Found
Eternal Glow,Aurora,2,2008,12,10,2287,71,352904801,53,128,91,68,27.0,199,F,Minor,54,40,13,28,96,28,48,Not Found
Neon Reflections,The Wildfires,3,2001,2,5,5073,7,576039904,8,9,140,131,66.0,103,C,Major,63,86,21,89,15,31,88,Not Found
Silent Echo,Echo Dreamers,5,2014,10,7,100,146,829097998,92,144,11,181,33.0,81,A,Major,88,71,25,35,57,10,90,Not Found
Whispers of the Wind,Silver Lines,5,2000,6,12,2719,87,643190790,57,93,60,3,,155,E,Minor,81,66,67,84,6,64,42,Not Found
Rise and Shine,The Shifters,1,2003,4,3,570,97,702763435,96,89,49,4,,142,C#,Minor,59,69,10,95,64,98,23,Not Found
Sunset Boulevard,Velvet Echo,5,2020,7,15,1296,151,691803213,75,5,28,56,102.0,91,A,Minor,49,92,10,53,29,11,27,Not Found
Sunset Boulevard,The Wanderers,5,2002,3,7,1831,149,518920814,16,54,133,141,,143,G,Major,81,100,76,2,65,56,2,Not Found
Waves of Time,Silver Lines,4,2023,11,19,5524,19,581780539,41,11,129,125,,145,A,Minor,31,34,86,37,36,10,68,Not Found
Beyond the Horizon,Night Breeze,1,2018,4,11,7415,54,600981665,98,97,28,71,,116,E,Minor,5,3,16,47,77,66,26,Not Found
Into the Night,Velvet Echo,2,2006,6,9,1970,144,180132874,109,12,149,155,,168,G,Major,27,36,68,18,9,47,48,Not Found
Into the Night,Crystal Sands,1,2016,7,23,5312,2,127754065,135,75,105,156,,156,D,Major,85,68,83,57,26,86,42,Not Found
Lost in the Stars,Midnight Skies,4,2016,5,5,4090,98,552107688,139,13,67,160,85.0,173,F,Minor,51,30,97,67,91,14,95,Not Found
Eternal Glow,Lunar Drift,2,2014,3,18,6032,196,540489005,133,60,18,158,,185,E,Minor,18,49,29,86,72,57,96,Not Found
Blinding Lights,Mystic Tides,2,2006,8,1,5213,119,75570623,2,56,26,97,87.0,74,F,Minor,38,23,89,17,8,94,99,Not Found
Chasing Dreams,Velvet Echo,1,2021,9,23,7636,122,85049752,69,100,137,12,,89,C#,Major,83,19,56,0,84,88,38,Not Found
Rise and Shine,Mystic Tides,2,2018,3,22,492,3,520489121,26,149,14,177,74.0,141,B,Minor,93,63,11,42,79,35,84,Not Found
Through the Shadows,The Shifters,1,2003,8,5,6567,43,848100231,49,181,20,146,136.0,143,E,Major,66,3,99,44,68,4,20,Not Found
Sunset Boulevard,The Wanderers,4,2010,2,1,568,107,343189170,77,140,8,180,141.0,119,A#,Minor,88,67,17,13,49,36,86,Not Found
Blinding Lights,Aurora,1,2016,6,9,5547,156,644637447,129,20,149,167,,159,A#,Major,28,83,78,72,10,50,23,Not Found
Whispers of the Wind,Neon Hearts,2,2002,8,15,1776,152,195714118,9,135,127,164,,64,G,Minor,11,30,34,14,2,55,25,Not Found
Heartbeats in Silence,Blue Moon,2,2008,4,19,4097,172,313664107,134,145,46,62,96.0,115,G,Minor,8,10,66,23,77,72,79,Not Found
Sunset Boulevard,Dreamweavers,1,2004,1,21,3297,79,440724794,31,98,98,53,57.0,179,G,Major,83,86,0,26,50,81,13,Not Found
Heartbeats in Silence,Velvet Echo,4,2015,8,2,4402,179,281426751,145,194,57,114,,165,E,Minor,17,69,63,65,22,33,21,Not Found
Rhythms of the Night,The Echoes,3,2015,4,5,1609,121,956423988,102,162,150,96,,173,C#,Major,53,49,18,28,74,33,11,Not Found
Through the Shadows,Neon Hearts,1,2020,11,28,4636,65,812599750,5,98,140,157,48.0,96,E,Minor,28,10,34,98,17,34,85,Not Found
Rise and Shine,Ocean Souls,1,2012,10,12,7606,175,59956600,129,33,92,84,,158,C#,Minor,100,73,60,39,94,99,84,Not Found
Through the Shadows,The Vibes,1,2002,12,12,4931,61,934507989,120,97,64,114,,191,E,Minor,96,75,82,25,75,1,63,Not Found
Crystal Clear,Silver Lines,2,2005,11,10,5277,16,386187374,79,120,34,89,47.0,109,G,Minor,92,53,20,46,70,43,74,Not Found
Rise and Shine,Night Breeze,4,2004,11,20,1922,182,35928856,15,54,78,36,,118,A,Major,92,27,95,41,64,78,11,Not Found
Neon Reflections,Ocean Souls,4,2000,2,25,5280,121,550155671,105,129,51,39,,159,E,Major,98,60,25,45,66,77,21,Not Found
Heartbeats in Silence,Aurora,2,2006,12,20,7895,21,147851648,85,22,23,78,74.0,115,A,Minor,50,6,61,35,84,38,14,Not Found
Endless Journey,Crystal Sands,5,2018,12,13,7704,172,14075225,32,86,83,104,25.0,155,D,Minor,11,90,67,59,11,66,17,Not Found
Fading Lights,The Vibes,4,2007,1,11,390,188,968110326,145,82,63,61,,117,C,Minor,69,19,29,64,36,58,81,Not Found
Eternal Glow,The Echoes,5,2001,11,10,1564,120,973456205,21,188,61,52,2.0,160,E,Major,13,59,24,43,63,77,12,Not Found
Endless Journey,Velvet Echo,1,2019,1,6,3558,133,118218854,130,1,43,132,,174,B,Major,52,100,68,81,86,57,77,Not Found
Chasing Dreams,Dreamweavers,3,2013,11,26,312,28,202619511,63,105,58,103,,73,E,Major,27,50,77,5,100,96,5,Not Found
Chasing Dreams,The Vibes,4,2007,7,27,2812,112,797005927,50,78,92,5,,173,E,Major,11,95,9,0,89,30,51,Not Found
Heartbeats in Silence,Blue Moon,4,2003,7,19,2490,158,153479906,56,198,111,165,,186,A#,Major,24,87,72,96,27,2,46,Not Found
Silent Echo,Mystic Tides,4,2021,7,4,1807,52,741387682,70,11,53,167,,155,B,Major,93,62,63,52,60,56,9,Not Found
Crystal Clear,Aurora,1,2020,11,18,5028,136,724794717,42,127,88,18,,65,A,Minor,100,56,75,17,95,62,16,Not Found
Through the Shadows,Echo Dreamers,5,2012,12,1,1135,48,936900339,50,30,12,148,68.0,152,C,Major,1,4,14,93,7,9,76,Not Found
Rise and Shine,The Vibes,4,2001,2,24,91,72,818767010,89,188,120,49,,64,F,Major,54,68,79,96,27,29,74,Not Found
Beyond the Horizon,Midnight Skies,5,2003,6,10,6313,80,668886108,41,127,65,75,65.0,125,G,Major,52,7,4,87,11,44,66,Not Found
Endless Journey,The Vibes,3,2019,8,1,2378,87,490304896,130,4,12,37,123.0,129,A,Major,47,81,69,87,44,6,32,Not Found
Waves of Time,Night Breeze,2,2010,5,22,1684,77,945249328,106,70,50,170,130.0,78,C,Major,19,71,28,98,72,42,82,Not Found
Through the Shadows,The Vibes,2,2008,2,10,5355,173,725865866,70,24,113,34,,116,C,Minor,18,85,90,59,43,70,89,Not Found
Crystal Clear,Ocean Souls,4,2012,5,24,1382,32,430715252,128,0,142,188,,186,A#,Minor,0,10,66,16,34,36,13,Not Found
Dreaming Awake,Silver Lines,5,2008,5,25,520,175,421108868,85,162,20,178,,142,B,Major,57,25,51,52,46,35,74,Not Found
Silent Echo,Crystal Sands,4,2006,11,27,1222,132,230399841,142,157,36,36,,165,B,Major,17,90,68,35,72,39,21,Not Found
Whispers of the Wind,Crystal Sands,2,2014,12,26,2801,9,180556514,133,176,32,32,23.0,96,F,Major,13,18,1,74,78,93,27,Not Found
Stellar Glow,Solar Glow,4,2001,4,23,2181,61,722817012,45,138,133,184,,167,D,Minor,68,55,3,46,10,82,2,Not Found
Chasing Dreams,Silver Lines,4,2002,7,27,979,63,504593717,92,94,64,93,19.0,150,F,Major,12,4,95,20,59,48,38,Not Found
Lost in the Stars,Velvet Echo,4,2017,12,5,94,68,712181473,46,52,149,16,,107,A#,Major,59,25,46,90,74,43,39,Not Found
Stellar Glow,Golden Skies,3,2020,2,12,6065,196,154262466,74,77,103,50,44.0,100,B,Minor,74,68,42,54,100,78,75,Not Found
Neon Reflections,Lunar Drift,3,2013,6,22,1502,116,739135303,45,52,109,7,102.0,169,F,Major,97,24,43,96,47,34,61,Not Found
Stellar Glow,The Shifters,4,2004,3,5,5283,125,897149169,47,108,91,172,,159,E,Major,79,71,11,54,46,68,19,Not Found
Fading Lights,Stellar Waves,3,2010,8,25,5285,63,893265865,84,0,6,64,,115,C,Major,85,28,37,62,11,34,17,Not Found
Waves of Time,Lunar Drift,1,2001,7,21,6999,186,770244760,134,84,9,134,,93,C,Minor,59,87,50,93,38,34,75,Not Found
